,id,const,created,modified,description,title,url,title_type,imdb_rating,runtime,year,genres,num_votes,release_date,directors
371,372,tt5607782,2017-12-23,2017-12-23,"After the tragic deaths of her husband and daughter, Sarah Doyle moves back to her childhood home with her estranged brother, Richard. It&apos;s not long before Sarah begins to experience supernatural phenomena of a violent and hostile...",The Covenant,https://www.imdb.com/title/tt5607782/,movie,3.6,87.0,2017,"Horror, Mystery",1673,2017-02-07,Robert Conway
372,373,tt5120400,2017-12-23,2017-12-23,A mother must protect her family on Christmas Day from a demented stranger who is hell-bent on tearing them apart.,Red Christmas,https://www.imdb.com/title/tt5120400/,movie,4.4,82.0,2016,"Horror, Thriller",2247,2016-06-17,Craig Anderson
373,374,tt0254872,2017-12-26,2017-12-26,"This time, the Djinn unleashes his undying love for a beautiful woman in his final attempt to unleash his brethren from Hell.",Wishmaster 4: The Prophecy Fulfilled,https://www.imdb.com/title/tt0254872/,video,4.0,90.0,2002,"Fantasy, Horror, Romance",3919,2002-01-17,Chris Angel
374,375,tt1981128,2018-01-05,2018-01-05,"When the network of satellites designed to control the global climate starts to attack Earth, it&apos;s a race against the clock for its creator to uncover the real threat before a worldwide Geostorm wipes out everything and everyone.",Geostorm,https://www.imdb.com/title/tt1981128/,movie,5.3,109.0,2017,"Action, Sci-Fi, Thriller",111324,2017-10-12,Dean Devlin
375,376,tt4213806,2018-01-06,2018-01-06,A former con man must be back to his old habits to save his older brother and niece from his ex boss and mentor.,Toro,https://www.imdb.com/title/tt4213806/,movie,5.9,105.0,2016,"Action, Adventure, Crime, Drama, Thriller",3332,2016-04-22,Kike Maíllo
376,377,tt0239432,2018-01-10,2018-01-10,"Andres did his time in jail following a false accusation. He doesn&apos;t care about revenge, however the unwritten Romani law bounds him to strike back.",Gitano,https://www.imdb.com/title/tt0239432/,movie,3.5,106.0,2000,"Drama, Thriller",303,2000-09-01,Manuel Palacios
377,378,tt0079540,2018-01-10,2018-01-10,Wacky hijinks of counselors and campers at a less-than-average summer camp.,Meatballs,https://www.imdb.com/title/tt0079540/,movie,6.2,94.0,1979,Comedy,22670,1979-06-28,Ivan Reitman
378,379,tt1500491,2018-01-10,2018-01-10,"Explores the origins of the first &quot;Frankenstein&quot; car driver, Carl &quot;Luke&quot; Lucas, who died in a race at the beginning of the first film.",Death Race 2,https://www.imdb.com/title/tt1500491/,video,5.6,100.0,2010,"Action, Crime, Sci-Fi, Thriller",33617,2010-12-27,Roel Reiné
379,380,tt0084424,2018-01-10,2018-01-10,Two mercenaries help wandering caravans fight off an evil and aimless band of white-clad bikers after the nuclear holocaust.,I nuovi barbari,https://www.imdb.com/title/tt0084424/,movie,4.6,91.0,1983,"Action, Sci-Fi, Thriller",2871,1983-04-10,Enzo G. Castellari
380,381,tt0099401,2018-01-11,2018-01-11,"With the need to investigate the mysterious death of his grandparents, Cory and his friends assemble back to the old farm where it all began, sixty years earlier.",Demon Wind,https://www.imdb.com/title/tt0099401/,movie,4.9,96.0,1990,Horror,2946,1990-07-05,Charles Philip Moore
381,382,tt0095299,2018-01-11,2018-01-11,A group of teenagers spend the night in a furniture store for a graduation party. A psycho killer starts hunting them down one by one.,Hide and Go Shriek,https://www.imdb.com/title/tt0095299/,movie,5.2,90.0,1988,"Horror, Thriller",1831,1988-11-01,Skip Schoolnik
382,383,tt0228183,2018-01-11,2018-01-11,"The spirits of dead Indians are haunting a couple&apos;s house, and they call in an exorcist, whose trademark is a black whip, to get rid of them.",The Dark Power,https://www.imdb.com/title/tt0228183/,movie,3.3,87.0,1985,Horror,682,1988-02-26,Phil Smoot
383,384,tt0082744,2018-01-11,2018-01-11,"A young woman fleeing her sexually abusive stepfather hitches a ride with two young men, but the three soon find themselves at the mercy of a backwoods Satanic cult.",Midnight,https://www.imdb.com/title/tt0082744/,movie,4.9,94.0,1982,"Horror, Thriller",1147,1982-05-28,John A. Russo
384,385,tt0080527,2018-01-11,2018-01-11,A nuclear-plant leak turns a bus-load of children into murderous atomic zombies with black fingernails.,The Children,https://www.imdb.com/title/tt0080527/,movie,5.4,93.0,1980,"Horror, Sci-Fi",2417,1980-06-13,Max Kalmanowicz
385,386,tt0071318,2018-01-13,2018-01-13,"A group of diverse individuals are suddenly taken from their homes and flown via helicopter to a futuristic bomb shelter in the desert, one-third of a mile below the surface of the Earth. There, they learn that a nuclear holocaust...",Chosen Survivors,https://www.imdb.com/title/tt0071318/,movie,5.4,99.0,1974,"Action, Adventure, Drama, Horror, Sci-Fi, Thriller",907,1974-05-22,Sutton Roley
386,387,tt0065168,2018-01-13,2018-01-13,"A young man falls in love with a beautiful woman being chased by sinister masked figures at night. He tries to track her down, and learns she&apos;s being held captive by his father and colleagues who believe she&apos;s a vampire.",La vampire nue,https://www.imdb.com/title/tt0065168/,movie,5.4,90.0,1970,Horror,1611,1970-05-20,Jean Rollin
387,388,tt0368226,2018-01-14,2018-01-14,"Johnny is a successful bank executive who lives quietly in a San Francisco townhouse with his fiancee, Lisa. One day, setting aside any scruples, Lisa seduces Johnny&apos;s best friend, Mark. From there, nothing will be the same again.",The Room,https://www.imdb.com/title/tt0368226/,movie,3.6,99.0,2003,Drama,91051,2003-06-27,Tommy Wiseau
388,389,tt0093995,2018-01-22,2018-01-22,Killer slugs on the rampage in a rural community.,"Slugs, muerte viscosa",https://www.imdb.com/title/tt0093995/,movie,5.3,92.0,1988,Horror,5382,1988-02-05,Juan Piquer Simón
389,390,tt0066848,2018-01-22,2018-01-22,"After her prostitute mother is murdered, a teenage girl is sent to a remote orphanage run by a mysterious woman and her handyman, both whom she comes to suspect are hiding dark secrets.",Blood and Lace,https://www.imdb.com/title/tt0066848/,movie,5.4,87.0,1971,Horror,1118,1971-03-03,Philip Gilbert
390,391,tt0379574,2018-01-24,2018-01-24,,La venganza de los punks,https://www.imdb.com/title/tt0379574/,movie,5.8,90.0,1991,Action,76,1991-06-18,Damián Acosta Esparza
391,392,tt0234748,2018-01-26,2018-01-26,"A student moves into a run-down building in New York City. His bizarre neighbors make a concoction in their apartment they call wine, but when he takes some of it, he turns into a deformed, murderous monster.",Slime City,https://www.imdb.com/title/tt0234748/,movie,5.3,81.0,1988,Horror,1165,1988-05-06,Gregory Lamberson
392,393,tt0453533,2018-01-30,2018-01-30,A young pathology med student suspects that the spirit of a dead cadaver in the hospital morgue where she works is killing off all those who handle or desecrate the body.,Unrest,https://www.imdb.com/title/tt0453533/,movie,5.0,88.0,2006,"Horror, Thriller",8142,2006-09-07,Jason Todd Ipson
393,394,tt1650555,2018-02-01,2018-02-01,"After 15 years, Tomas, a not very successful writer, comes back to the village in Galicia where his family comes from, Arga, apparently to get an award. But he doesn&apos;t know the real reason why he is there, to end with an old curse...",Lobos de Arga,https://www.imdb.com/title/tt1650555/,movie,6.0,98.0,2011,"Comedy, Horror",2379,2011-10-07,Juan Martínez Moreno
394,395,tt0086349,2018-02-01,2018-02-01,A gigantic serpent is captured on a remote island and shipped to an American college for experimentation. A British millionaire and an American scientist find themselves in hot pursuit of the beast when it escapes from captivity a...,Spasms,https://www.imdb.com/title/tt0086349/,movie,4.4,90.0,1983,"Horror, Sci-Fi",1185,1983-10-28,William Fruet
395,396,tt0110978,2018-02-02,2018-02-02,"A group of teenagers get into a car crash in the Texas woods on prom night, and then wander into an old farmhouse that is home to Leatherface (Robert Jacks) and his insane family of cannibalistic psychopaths.",The Return of the Texas Chainsaw Massacre,https://www.imdb.com/title/tt0110978/,movie,3.3,87.0,1995,"Comedy, Horror, Thriller",24132,1995-03-12,Kim Henkel
396,397,tt0087336,2018-02-02,2018-02-02,"At a remote Ohio college, a killer dressed in the school&apos;s bear mascot suit stalks several young women participating in an all-night scavenger hunt.",Girls Nite Out,https://www.imdb.com/title/tt0087336/,movie,4.8,96.0,1982,"Horror, Mystery, Thriller",1701,1982-12-03,Robert Deubel
397,398,tt0077470,2018-02-02,2018-02-02,"Communist soldiers accidentally unleash the part-vampire servant of Dracula, as well as Zoltan, his vampire dog, during excavations in Romania. Together, they set out for America to find the last living direct descendant of the gr...",Dracula's Dog,https://www.imdb.com/title/tt0077470/,movie,4.4,87.0,1977,Horror,1512,1977-05-08,Albert Band
398,399,tt0164143,2018-02-02,2018-02-02,A man discovers that he has psychotronic powers--the ability to will people to die. He begins exercising that power.,The Psychotronic Man,https://www.imdb.com/title/tt0164143/,movie,2.9,90.0,1979,"Horror, Sci-Fi",473,1979-04-30,Jack M. Sell
399,400,tt1702425,2018-02-06,2018-02-06,"Scheming to save their father&apos;s ranch, the Alvarez brothers find themselves in a war with Mexico&apos;s most feared drug lord.",Casa de mi Padre,https://www.imdb.com/title/tt1702425/,movie,5.5,85.0,2012,"Comedy, Western",21264,2012-03-13,Matt Piedmont
400,401,tt0091276,2018-02-11,2018-02-11,A boy tries to stop aliens who have taken over his town and are attempting to brainwash its inhabitants.,Invaders from Mars,https://www.imdb.com/title/tt0091276/,movie,5.5,100.0,1986,"Horror, Sci-Fi",9688,1986-06-06,Tobe Hooper
401,402,tt1470023,2018-02-11,2018-02-11,"Former special operative MacGruber is called back into action to take down his arch-enemy, Dieter Von Cunth, who&apos;s in possession of a nuclear warhead and bent on destroying Washington, D.C.",MacGruber,https://www.imdb.com/title/tt1470023/,movie,5.6,90.0,2010,"Action, Comedy",46173,2010-03-15,Jorma Taccone
402,403,tt5534434,2018-02-16,2018-02-16,"Ten years after the events of the original movie, Victor Crowley is mistakenly resurrected and proceeds to kill once more.",Victor Crowley,https://www.imdb.com/title/tt5534434/,movie,5.5,83.0,2017,"Action, Comedy, Horror, Thriller",6355,2017-08-22,Adam Green
403,404,tt0065610,2018-02-16,2018-02-16,Professional beach bum and &apos;knight errant&apos; Travis McGee goes up against psychotic body-builder Terry Bartell. McGee pulls out all the stops when he joins a Caribbean cruise to bring the killer to justice.,Darker Than Amber,https://www.imdb.com/title/tt0065610/,movie,6.2,96.0,1970,"Action, Drama, Mystery, Thriller",568,1970-08-12,Robert Clouse
404,405,tt0488962,2018-02-16,2018-02-16,"After being attacked by a werewolf, a teenager believing it may have been his stepfather attempts to expose him.",Big Bad Wolf,https://www.imdb.com/title/tt0488962/,movie,5.2,95.0,2006,"Action, Comedy, Fantasy, Horror, Thriller",2706,2006-10-25,Lance W. Dreesen
405,406,tt0073604,2018-02-16,2018-02-16,"When Kelly Morgan was 11 years old he had a terrifying encounter with Rana, a strange half man/half frog monster living in a lake. The creature killed his father and many other people before Kelly destroyed it. Now as a young man ...",Rana: The Legend of Shadow Lake,https://www.imdb.com/title/tt0073604/,movie,3.1,96.0,1980,"Adventure, Horror, Sci-Fi",561,1980-10-10,Bill Rebane
406,407,tt0392818,2018-02-16,2018-02-16,"Born out of a Christmas ornaments-filled heaven, Turkish Superman fights the mob in order to save the day!",Süpermen Dönüyor,https://www.imdb.com/title/tt0392818/,movie,3.6,67.0,1979,"Adventure, Fantasy, Sci-Fi",663,1979-12-31,Kunt Tulgar
407,408,tt0077429,2018-02-16,2018-02-16,A dog that is a minion of Satan terrorizes a suburban family.,Devil Dog: The Hound of Hell,https://www.imdb.com/title/tt0077429/,tvMovie,5.2,95.0,1978,"Horror, Thriller",1359,1978-10-31,Curtis Harrington
408,409,tt3334418,2018-02-19,2018-02-19,"Vampires have just made themselves public. Now a group of documentarians have been granted access to learn how they live and coexist with humans. But as reality sets in, the crew realize their very lives are in danger.",Living Among Us,https://www.imdb.com/title/tt3334418/,movie,5.3,87.0,2018,"Comedy, Fantasy, Horror, Sci-Fi, Thriller",2840,2018-02-02,Brian A. Metcalf
409,410,tt0078916,2018-02-20,2018-02-20,"A disturbed young taxidermist exhumes his recently deceased girlfriend, brings her body to his family villa and proceeds to embalm her corpse, with help from his strange housekeeper. But his bouts of insanity are just beginning.",Buio Omega,https://www.imdb.com/title/tt0078916/,movie,6.2,94.0,1979,Horror,5340,1979-11-15,Joe D'Amato
410,411,tt4060576,2018-03-07,2018-03-07,"Volcanic eruptions in Los Angeles unleash a swarm of gigantic, lava-breathing tarantulas.",Lavalantula,https://www.imdb.com/title/tt4060576/,tvMovie,4.6,83.0,2015,"Action, Adventure, Comedy, Horror, Sci-Fi, Thriller",3278,2015-07-25,Mike Mendez
411,412,tt0090881,2018-03-07,2018-03-07,"A man who runs an apartment house for women is the demented son of a Nazi surgeon who has the house equipped with secret passageways, hidden rooms and torture and murder devices.",Crawlspace,https://www.imdb.com/title/tt0090881/,movie,5.3,80.0,1986,"Horror, Thriller",3584,1986-05-21,David Schmoeller
412,413,tt0082199,2018-03-14,2018-03-14,Cartoonist Woody becomes the superhero he draws. Using his gadgets he helps a Soviet spy defect to the West.,Condorman,https://www.imdb.com/title/tt0082199/,movie,5.6,90.0,1981,"Action, Adventure, Comedy, Drama, Family, Romance",5100,1981-07-02,Charles Jarrott
413,414,tt0341564,2018-03-14,2018-03-14,"When high school loner Lester is betrayed then viciously murdered, the bodies start stacking up as the scarecrow seeks vengeance from beyond the grave.",Scarecrow,https://www.imdb.com/title/tt0341564/,video,3.5,86.0,2002,"Comedy, Horror",1228,2002-12-30,Emmanuel Itier
414,415,tt0353984,2018-03-14,2018-03-14,A college freshman is killed during a fraternity prank and is resurrected as a demonic scarecrow,Scarecrow Slayer,https://www.imdb.com/title/tt0353984/,video,2.4,90.0,2003,"Action, Drama, Horror",869,2003-08-12,David Michael Latt
415,416,tt0220673,2018-03-16,2018-03-16,The story of a retired general and his son face to face with six crazy teenagers.,Nunca asistas a este tipo de fiestas,https://www.imdb.com/title/tt0220673/,video,6.5,70.0,2000,"Comedy, Horror",188,2000-12-04,"Hernán Sáez, Paulo Soria, Pablo Parés"
416,417,tt2124787,2018-03-26,2018-03-26,A man teaches a young woman how to become a complete weapon. Later she is approached by a group of sadistic teens who kill blonde women for unknown reasons. The hunting season begins.,Final Girl,https://www.imdb.com/title/tt2124787/,movie,4.7,84.0,2015,"Horror, Thriller",16167,2015-07-08,Tyler Shields
417,418,tt5041296,2018-03-26,2018-03-26,A grieving English literature professor who is suffering from a horrible recurring nightmare will soon find himself immersed in a macabre world of myth and superstition governed by a coven of seven malevolent women.,Muse,https://www.imdb.com/title/tt5041296/,movie,5.4,107.0,2017,"Fantasy, Horror, Mystery, Thriller",3642,2017-10-07,Jaume Balagueró
